MC,61,OLD VIENNA OVERTURE,"KING, K.L.",,1938,Concert Band,
M,93,OLD COMRADES MARCH,"TEIKE, C.","LAURENDEAU, L.P. AND LAKE, MAYHEW L",1938,,
LC,107,LUSTSPIEL,"BELA, KELER","ROBERTS, CHARLES J.",1938,Concert Band,MISSING 2ND TROMBONE
LC,122,MARTHA,"FLOTOW, FRANZ von","MEYRELLES, M.C./ROBERTS, CHAS. J.",1938,Concert Band,
LC,152,1812 OUVERTURE SOLENNELLE,"TSCHAIKOWSKY, PETER I.","LAKE, MAYHEW L.",1938,Concert Band,MISSING TENOR SAX
LC,156,PROCESSION OF NOBLES (FROM MLADA),"RIMSKY-KORSAKOV, NICHOLAS","LEIDZEN, ERIK W.G",1938,Concert Band,MISSING 2ND OBOE
LC,157,POP! GOES THE WEASEL,"CAILLIET, LUCIEN",,1938,Concert Band,
LC,158,PICTURES AT AN EXHIBITION - PART III,"MOUSSORGSKY, M.","LEIDZEN, ERIK W.G.",1938,Concert Band,
LC,247,WILLIAM TELL OVERTURE,"ROSSINI, G.","LEIDZEN, W.G.",1938,Concert Band,
MC,15,BEAUTIFUL COLORADO (VALSE CAPRICE),"LUCA, JOSEPH DE","ROBERTS, CHARLES J.",1939,Concert Band,
SB,18,DARN THAT DREAM,"VAN HEUSEN, JAMES - DELANGE, EDDIE","MANTOOTH, FRANK",1939,JAZZ ENSEMBLE,
MC,21,DESERT SONG,"ROMBERG, SIGMUND","BENNETT, DAVID",1939,Concert Band,
M,50,INDIANA STATE BAND MARCH,"FARRAR, O.R.","ROBERTS, CHARLES J.",1939,,
LC,79,FINLANDIA,"SIBELIUS, JEAN","CAILLIET, LUCIEN",1939,Concert Band,
SP,112,GOD BLESS AMERICA,"BERLIN, IRVING","LEIDZEN, W.G.",1939,,
SB,123,Imagination,"Burke, J; Van Heusen, J","Mantooth, Frank",1939,JAZZ ENSEMBLE,
LC,137,MANTILLA,"YODER, PAUL",,1939,Concert Band,
LC,200,SEMIRAMIDE (OVERTURE),"ROSSINI, G.","ROBERTS, CHARLES/SAFRANEK,V.F.",1939,Concert Band,
LC,211,"THREE TRUMPETERS, THE  (DIVERTISSEMENT)","AGOSTINI, G.","BAINUM, GLENN CLIFFE",1939,Concert Band,
SB,245,Darn That Dream,"Van Heusen, James","Harris, Matt",1939,Jazz Ensemble,
SB,302,ALL THE THINGS YOU ARE,"KERN, JEROME","MULLIGAN, GERRY",1939,,
LC,31,PRELUDE & FUGUE IN Bb MINOR,"BACH, J.S.","MOEHLMANN, R. L.",1940,Concert Band,
MC,32,HUNGARIAN DANCE,"BRAHMS, J.","PRICE, S.J.",1940,Concert Band,
LC,37,IF THOU BE NEAR,"BACH, J.S.","MOEHLMANN, R. L.",1940,Concert Band,
M,40,TROMBONES TRIUMPHANT,"KELLER, DON",,1940,,
MC,51,NIGHT AND DAY,"PORTER, COLE","YODER, PAUL",1940,Concert Band,
SP,75,MY WILD IRISH ROSE,"OLCOTT, CHAUNCEY","TEAGUE, WILLIAM",1940,,
MC,79,TEA FOR TWO,"YOUMANS, VINCENT","YODER, PAUL",1940,Concert Band,
MC,109,"VIKING OVERTURE, THE","ST.CLAIR, FLOYD J.",,1940,Concert Band,
M,122,CHRISTMAS MARCH,"GOLDMAN, EDWIN FRANKO",,1940,,
SP,135,WHEN IRISH EYES ARE SMILING,"BALL, ERNEST R.","TEAGUE, WILLIAM",1940,,
LC,181,LINCOLNSHIRE POSY,"GRAINGER, PERCY A.",,1940,Concert Band,
LC,207,"CRUSADERS, THE  (OVERTURE)","BUCHTEL, FORREST L.",,1940,Concert Band,
LC,246,WHEN YOU WISH UPON A STAR,"HARLINE, LEIGH; WASHINGTON, NED","HERFURTH, PAUL C.",1940,Concert Band,MISSING
LC,593,Carnival of Venice,"Clarke, Herbert L.",,1940,Concert Band,
MC,8,BEGIN THE BEGUINE,"PORTER, COLE","TEAGUE, WILLIAM",1941,Concert Band,
MC,10,BLUE SKIES,"BERLIN, IRVING","YODER, PAUL",1941,Concert Band,
MC,11,BOOGIE-WOOGIE-BAND,"BENNETT, DAVID",,1941,Concert Band,
MC,19,DEEP SOUTH RHAPSODY,"ISAAC, MERLE J. & LILLYA, CLIFFORD",,1941,Concert Band,
MC,23,EL RELICARIO - PASO DOBLE,"PADILLA, JOSE","LANG, PHILIP",1941,Concert Band,
M,26,ARMY OF THE NILE,"ALFORD, KENNETH J.",,1941,,
SP,72,IN MY MERRY OLDSMOBILE,"EDWARDS, GUS","TEAGUE, WILLIAM",1941,,
MC,75,SNOW WHITE OVERTURE,"CHURCHILL, FRANK","LEIDZEN, W.G.",1941,Concert Band,
M,90,MILITARY SERIES,,"GRIEGEL, GEORGE F.",1941,,
SP,96,CAROLINA IN THE MORNING,"DONALDSON, WALTER","TEAGUE, WILLIAM",1941,,
M,104,AMERICA THE BEAUTIFUL MARCH,WARD,"MISSUD, JEAN",1941,,
LC,160,PICTURES AT AN EXHIBITION - PART I,"MOUSSORGSKY, M.","LEIDZEN, ERIK W.G.",1941,Concert Band,
LC,186,SEQOIA (A TONE PAINTING),"LA GASSEY, HOMER",,1941,Concert Band,MISSING 2ND OBOE; 2ND BASSOON; ENGLISH HORN; HARP/PIANO
M,223,"WASHINGTON'S GRAND MARCH, 1784",,"GOLDMAN, RICHARD FRANKO",1941,,
LC,274,HALLELUJAH CHORUS,"HANDEL, G.F.","CHIAFFARELLI, A.",1941,Concert Band,
M,12,ON THE SQUARE MARCH,"PANELLA, FRANK","YODER, PAUL",1942,,
M,12,"OLD GREY MARE, THE","PANELLA, FRANK",,1942,,
SB,19,DEARLY BELOVED,"KERN, JEROME - MERCER, JOHNNY",DEROSA RICHARD,1942,JAZZ ENSEMBLE,
M,19,"UNITED STATES ARMY MARCH, THE","DARCY, CAPTAIN THOMAS F. JR.",,1942,,
MC,55,ONWARD CHRISTIAN SOLDIERS - FANTASIE,"SULLIVAN, ARTHUR","YODER, PAUL",1942,Concert Band,
MC,62,"GOLDEN AGE"", POLKA FROM ""THE","SCHOSTAKOWITSCH, D.","MAGANINI, QUINTO",1942,Concert Band,
MC,66,RED RHYTHM VALLEY,"HILL, CHARLES LESS",,1942,Concert Band,
MC,67,ROCKED IN THE CRADLE OF THE DEEP -AIR & VARIATIONS,"DE LAMATER, E.",,1942,Concert Band,
MC,73,SWANEE,"GERSHWIN, GE0RGE","BENNETT, DAVID",1942,Concert Band,
SP,82,MOONLIGHT BAY,"WENRICH, PERCY","TEAGUE, WILLIAM",1942,,
MC,95,"WALTZ MEDLEY, A",,"YODER, PAUL",1942,Concert Band,
LC,113,MONTE CRISTO,"PAULSON, JOSEPH",,1942,Concert Band,
LC,159,PICTURES AT AN EXHIBITION - PART II,"MOUSSORGSKY, M.","LEIDZEN, ERIK W.G.",1942,Concert Band,
LC,425,TOCATTA AND FUGUE IN D MINOR,"BACH, J.S.","LEIDZEN, W.G.",1942,Concert Band,
LC,431,PORGY AND BESS,"GERSHWIN, GEORGE","BENNETT, ROBERT RUSSELL",1942,Concert Band,
CS,8,"NAVY HYMN (ETERNAL FATHER, STRONG TO SAVE), THE","DYKES, J.B., WHITING, W.,& HAMILTON","SCOTT, TOM",1943,,
M,65,OKLAHOMA MARCH,"RODGERS, RICHARD","LEIDZEN, ERIK",1943,,
MC,78,"TOY TRUMPET, THE","SCOTT, RAYMOND","TEAGUE, WILLIAM",1943,Concert Band,
M,189,SEMPER PARATUS,"BOSKERCK, FRANCIS SALTUS VAN","LAKE, MAYHEW",1943,,
SB,240,Polka Dots & Moonbeams,"Burke, J; Van Heusen, J","Lowden, Bob",1943,Jazz Ensemble,
LC,328,ACADEMIC FESTIVAL OVERTURE,"BRAHMS, J.","SAFRANEK, V.F.",1943,Concert Band,
LC,411,"AMERICAN SALUTE-BASED ON ""WHEN JOHNNY COMES...""","GOULD, MORTON","LANG, PHILIP J.",1943,Concert Band,
LC,413,LINCOLN PORTRAIT,"COPLAND, AARON","BEELER, WALTER",1943,Concert Band,
CS,13,BATTLE HYMN OF THE REPUBLIC,"STEFFE, WILLIAM & HOWE, JULIA WARD","RINGWALD, ROY",1944,,
SP,14,THAT'S AN IRISH LULLABY (TOO-RA-LOO-RA-LOO-RAL),"SHANNON, J.R.","TEAGUE, WILLIAM",1944,,
SP,47,BECAUSE,"D'HARDELOT, GUY","TESCHEMACHER, EDWARD",1944,,
SP,67,IT HAD TO BE YOU,"JONES, ISHAM","TEAGUE, WILLIAM",1944,,
SP,98,CHARLOTTE HARBOR STOMP,"HANDLON, JAMES E.",,1944,,
MC,100,"HOLY CITY, THE","ADAMS, STEPHEN","DELAMATER, E.",1944,Concert Band,
MC,101,YULETIDE OVERTURE,,"LANG, PHILIP J.",1944,Concert Band,
MC,102,"TOYLAND - FROM ""BABES IN TOYLAND""","HERBERT, VICTOR","TEAGUE, WILLIAM",1944,Concert Band,
MC,107,ARGENTINA - PASO DOBLE,"DAMERELL, S.J. & EVANS, T.","YODER, PAUL",1944,Concert Band,
LC,192,SOUTH PACIFIC (SELECTIONS),"RODGERS, RICHARD","LEIDZEN, ERIK",1944,Concert Band,
LC,265,COMMANDO MARCH,"BARBER, SAMUEL",,1944,Concert Band,
CS,25,YOU'LL NEVER WALK ALONE,RODGERS & HAMMERSTEIN,"STICKLES, WILLIAM",1945,,
MC,39,"LITTLE RHAPSODY IN BLUE, THE","GERSHWIN, GEORGE","CAMPBELL-WATSON, F.",1945,Concert Band,
MC,88,"LAST SPRING, THE - OP.34 NO.2","GRIEG, EDVARD","WILSON, GEORGE C.",1945,Concert Band,
SP,149,TIGER RAG,,"YODER, PAUL",1945,,
M,178,"CONQUEROR MARCH, THE","TEIKE, C.","LAURENDEAU, L.P.",1945,,
M,207,NATIONAL FENCIBLES MARCH,"SOUSA, J.P.","YODER, PAUL",1945,,
LC,441,CAROUSEL,"RODGERS, RICHARD","LEIDZEN, ERIK",1948,Concert Band,
CS,5,"GANG THAT SANG ""HEART OF MY HEART"", THE","RYAN, BEN",,1946,,
M,63,NC-4 MARCH,"BIGELOW, F.E.","COOKE, CHARLES L.",1946,,
M,80,STORM KING,"FINLAYSON, WALTER",,1946,,
MC,98,ALL GLORY BE TO GOD ON HIGH,"BACH, J.S.","HARVEY, RUSSELL",1946,Concert Band,
SB,156,Angel Eyes,"Brent, E; Dennis, M","Fedchock, John",1946,Jazz Ensemble,
LC,203,"CHRISTMAS SONG, THE","TORME, MEL/WELLS, ROBERT","CACAVAS, JOHN",1946,Concert Band,
LC,245,VANGUARD OVERTURE,"CURZON, FREDERICK","RICHARDSON, NORMAN",1946,Concert Band,MISSING ALL HORN PARTS
LC,333,FINGAL'S CAVE OVERTURE,MENDELSSOHN,"SEREDY, J.S.",1946,Concert Band,
LC,385,LES PRELUDES,"LISZT, FRANZ","HELFER, L.",1946,Concert Band,
SP,44,BANDJIVE,"RUSCH, H.W.",,1947,,
MC,90,"DREAM OF OLWEN, THE","WILLIAMS, CHARLES","LANG, PHILIP J.",1947,Concert Band,
SP,91,"WIFFENPOOF SONG, THE (BAA! BAA! BAA!)","MINNIGERODE, POMEROY, & GALLOWAY","YODER, PAUL",1947,,
LC,102,JEROME KERN SONGS,"KERN, JEROME","LEIDZEN, ERIK",1947,Concert Band,
M,120,EL CHARRO,"TARVER, JAMES L.",,1947,,
LC,127,FIDDLE-FADDLE,"ANDERSON, LEROY","LANG, PHILLIP J.",1947,Concert Band,
LC,199,SKYSCRAPER FANTASY,"PHILLIPS, DONALD","LANG, PHILIP",1947,Concert Band,MISSING 3RD CORNET; 2ND TROMBONE
SB,39,IT'S A MOST UNUSUAL DAY,"ADAMSON, HAROLD & MC HUGH, JIMMY","SOCHINSKI, JAMES",1975,JAZZ ENSEMBLE,
SP,6,TENNESSEE WALTZ,"STEWART, REDD & KING, PEEWEE","LEONARD, HAL",1948,,
CS,15,"RISE UP, O MEN OF GOD","REED, ROBERT B.","CULVER, RAY A.",1948,,
SP,22,"SAINT LOUIS BLUES MARCH, THE","HANDY, W.C.","BURGETT, PERRY",1948,,
M,48,MARCH PREMIER,"LEONARD, HAL",,1948,,
MC,104,JINGLE BELL,,"LEONARD, HAL",1948,Concert Band,
SP,131,ST. LOUIS BLUES MARCH,"HANDY, W.C.","BURGETT, PERRY",1948,,
LC,281,SLEIGH RIDE,"ANDERSON, LEROY",,1948,Concert Band,
LC,329,"OUTDOOR OVERTURE, AN","COPLAND, AARON",,1948,Concert Band,
LC,447,AMERICAN FOLK RHAPSODY NO.1,"GRUNDMAN, CLARE",,1948,Concert Band,
LC,528,CONCERTO FOR TRUMPET,HAYDN,"DUTHOIT, W.J.",1948,Concert Band,
CS,11,I WONDER AS I WONDER,,"NILES, J.J. & HORTON, L.H.",1949,,
M,13,SALUTATION (SEITZ) MARCH,,"BUCHTEL, FORREST L.",1949,,NOT IN FILE CABINET
LC,16,"NIGHT AT THE BALLET, A","WALTERS, HAROLD",,1949,Concert Band,
MC,20,DRY BONES,"STEVENS, CLARK",,1949,Concert Band,
SP,27,SOME ENCHANTED EVENING,RODGERS & HAMMERSTEIN,"SCHOENFELD, WM. C.",1949,,
SP,39,SIX INTRODUCTORY FANFARES,"YODER, PAUL",,1949,,
LC,45,EARLY AMERICAN OVERTURE,"IRONS, EARL B.",,1949,Concert Band,
SP,62,I DON'T CARE IF THE SUN DON'T SHINE,"DAVID, MACK","LEONARD, HAL",1949,,
SP,65,IN THE GOOD OLD SUMMER TIME,"EVANS, GEORGE","LEONARD, HAL",1949,,
MC,68,"TREASURE ISLAND, SOUNDS FROM","BRENNER, GEORGE","FULLER, FRANK R.",1949,Concert Band,
SB,118,LUSH LIFE,"STRAYHORN, BILLY","WILSON, PHIL",1949,JAZZ ENSEMBLE,
SP,121,HELENA POLKA,,"LEONARD, HAL",1949,,
SP,151,PARADE MUSIC NO.2,"LEONARD, HAL",,1949,,
LC,206,"FRENCH QUARTER, THE  (VIEUX CARRE)","MORRISSEY, JOHN",,1949,Concert Band,
LC,219,"VICTORIOUS, THE  (OVERTURE)","FRANGKISER, CARL",,1949,Concert Band,
LC,273,"FIRST NOEL, THE",TRADITIONAL,"GOULD, MORTON",1949,Concert Band,MISSING BARITONE SAX; STRING BASS; TUBA; PIANO/HARP
LC,276,SERENADE OF CAROLS,"GOULD, MORTON",,1949,Concert Band,
LC,278,ADESTE FIDELES,TRADITIONAL,"GOULD, MORTON",1949,Concert Band,MISSING 2ND Eb CLARINET; CHIMES; PIANO
LC,417,SECOND SUITE IN F - OPUS 28b,"HOLST, GUSTAV",,1949,Concert Band,
SP,18,"MERRYMAKERS, THE (THE JOLLY COPPERSMITH)","LAVALLE, PAUL",,1950,,
M,37,TICONDEROGA MARCH,"ANDERSON, LEROY",,1950,,
LC,42,DUTY AND PLEASURE (OVERTURE),"LEIDZEN, ERIK",,1950,Concert Band,
SP,48,BIBBIDI-BOBBIDI-BOO,"DAVID, HOFFMAN, & LIVINGSTON","LEONARD, HAL",1950,,
MC,53,ON THE MOUNTAINTOP (OVERTURE),"FRANGKISER, CARL",,1950,Concert Band,
SP,61,HAVE I TOLD YOU LATELY THAT I LOVE YOU,"WISEMAN, SCOTT","LEONARD, HAL",1950,,
SP,63,IF I KNEW YOU WERE COMIN' I'D 'VE BAKED A CAKE,"HOFFMAN, MERRIL, & WATTS","LEONARD, HAL",1950,,
MC,65,ROUMANIAN RHAPSODY,"ENESCO, GEORGES","GARDNER, MAURICE",1950,Concert Band,
M,72,LITTLE LEAGUE MARCH,"PALMER, SOLITA","BUYS, PETER",1950,,
SP,80,MONA LISA,LIVINGSTON & EVANS,"LEONARD, HAL",1950,,
LC,81,FIRST SWEDISH RHAPSODY,"LEIDZEN, ERIK",,1950,Concert Band,
SP,94,CHATTANOOGIE SHOE SHINE BOY,"STONE,H. & STAPP,J.","LEONARD, HAL",1950,,
M,96,ON THE STREET MARCH,"MESANG, TED",,1950,,
SP,100,DEARIE,"HILLIARD,BOB & MANN,DAVE","LEONARD, HAL",1950,,
M,109,"BIG JOE, THE TUBA MARCH","LAVALLE, PAUL & TARTO, JOE",,1950,,
SP,115,"GOODNIGHT, IRENE","LEDBETTER, HUDDIE & LOMAX, JOHN","LEONARD, HAL",1950,,
MC,116,BALLAD FOR EVENING,"MORRISSEY, JOHN J.",,1950,Concert Band,
SP,140,WAIT 'TILL THE SUN SHINES NELLIE,"TILZER, HARRY","LEONARD, HAL",1950,,
LC,149,OLD MACDONALD HAD A FARM,"ISSAC, MERLE J.",,1950,Concert Band,
LC,172,RIVER JORDAN,"WHITNEY, MAURICE C.",,1950,Concert Band,
M,185,SOUND OFF (DUCKWORTH CHANT),"DUCKWORTH, WILLIE LEE","YODER, PAUL",1950,,
LC,193,"SYMPHONY NO. 5 IN E MINOR (""FROM THE NEW WORLD"")","DVORAK, ANTONIN","WALTERS, HAROLD",1950,Concert Band,
LC,215,"GYPSY BARON, THE  (MARCH PARAPHRASE)","STRAUSS, JOH.","WALTERS, HAROLD",1950,Concert Band,
LC,220,"AFTERNOON OF A FAUN, THE","DEBUSSY, CLAUDE","WALTERS, HAROLD L.",1950,Concert Band,MISSING 1ST HORN
LC,433,MILITARY SYMPNONY IN F,"GOSSEC, FRANCOIS JOSEPH",,1950,Concert Band,
LC,467,"CHRISTMAS FESTIVAL, A","ANDERSON, LEROY",,1950,Concert Band,
LC,438,SUITE OF OLD AMERICAN DANCES,VARIOUS,"BENNETT, ROBERT RUSSELL",1952,Concert Band,
SP,4,YOU ARE MY SUNSHINE,"DAVIS, JIMMIE & MITCHELL, CHARLES","LEONARD, HAL",1951,,
MC,7,APOLLO MARCH,"BRUCKNER, ANTON","LEIDZEN, ERIK",1951,Concert Band,
M,15,"LIBERTY BELL MARCH, THE","SOUSA, J.P.",,1951,,NOT IN FILE CABINET
MC,36,LISTEN TO THE GERMAN BAND,"GORDON, MACK & REVEL, HARRY","SCHOENFELD, WILLIAM C.",1951,Concert Band,
LC,52,CAJUN COUNTRY,DAVID BENNETT,,1951,Concert Band,
SP,59,HONEYSUCKLE ROSE,"WALLER, THOMAS","LEONARD, HAL",1951,,
M,73,LAKE LAND MARCH,THOMAS,,1951,,
LC,85,GIT ON BOARD,,"YODER, PAUL",1951,Concert Band,
SP,93,"THING, THE","GREEN, CHARLES R.","LEONARD, HAL",1951,,
MC,105,OLD SOLDIERS NEVER DIE,"GLAZER, TOM","LEONARD, HAL",1951,Concert Band,
LC,110,LITTLE SUITE FOR BAND,"ERICKSON, FRANK",,1951,Concert Band,
M,121,EL CAPITAN MARCH,"SOUSA, J.P.",,1951,,
LC,133,MAY THE GOOD LORD BLESS AND KEEP YOU,"WILLSON, MEREDITH","LEIDZEN, ERIK",1951,Concert Band,MISSING BASSOON
M,145,F.B.A. MARCH,"STURGIS, V.D.",,1951,,
M,179,"FAIREST OF THE FAIR, THE","SOUSA, J.P.",,1951,,
LC,201,"BLUE-TAIL FLY, THE","GRUNDMAN, CLARE",,1951,Concert Band,
LC,204,"KING AND I, THE","HAMMERSTEIN, OSCAR","BENNETT, ROBERT RUSSELL",1951,Concert Band,
LC,257,MELODIC OVERTURE,"MESANG, TED",,1951,Concert Band,MISSING OBOE PART; 3RD Eb HORN
LC,339,"THAIS, MEDITATION FROM",MASSENET,"HARDING, A. AUSTIN",1951,Concert Band,
LC,436,DIVERTIMENTO FOR BAND - OP. 42,"PERSICHETTI, VINCENT",,1951,Concert Band,
LC,448,MUSIC FOR A FESTIVAL,"JACOB, GORDON",,1951,Concert Band,
LC,581,Triad,"Richards, J. J.","Glover, Andrew",1951,Concert Band,
SP,2,"YOU, YOU, YOU","OLIAS, LOTAR","LEONARD, HAL",1952,,
CS,18,"MIGHTY FORTRESS IS OUR GOD, A","LUTHER, MARTIN","MUELLER, CARL F.",1952,,
LC,27,"WINCHESTER OVERTURE, A","GRUNDMAN, CLARE",,1952,Concert Band,MISSING BASS SAX
SP,30,SEPTEMBER SONG,"WEILL, KURT","BEELER, WALTER",1952,,
LC,46,ESPANA,CHABIER-IRONS,,1952,Concert Band,
MC,58,"PORGY AND BESS, HIGHLIGHTS FROM","GERSHWIN, GEORGE","YODER, PAUL",1952,Concert Band,
M,59,MUSICIANS OF TOMORROW MARCH,"SCHINSTINE, WILLIAM J.",,1952,,
LC,64,DORIAN,"WHITNEY, MAURICE C.",,1952,Concert Band,
M,81,STEPPING HIGH,"HANDLON, JAMES E.",,1952,,
SP,84,"HUNGRY HOBO, THE","LENOX, L.B. & BROOKS, W.W.",,1952,,
MC,89,TRAUMEREI,"SCHUMANN, ROBERT","LANG, PHILIP J.",1952,Concert Band,
SP,101,OL' MAN RIVER,"KERN, JEROME","BEELER, WALTER",1952,,
SP,103,ONE!TWO!THREE!FOUR!,"CHIARELLI, JACK",,1952,,
LC,104,KENTUCKY BABE,"BUCK,RICHARD H./GEIBEL, ADAM","LANG, PHILLIP J.",1952,Concert Band,
LC,126,FOUR EPISODES FOR BAND,"MORRISSEY, JOHN J.",,1952,Concert Band,
M,169,THUNDER SONG,"FINLAYSON, WALTER",,1952,,
M,182,"SOUTHERN SPECIAL - SWING MARCH ""DIXIE""",,"POOLE, REID",1952,,
LC,185,SOIREE,"WHITNEY, MAURICE C.",,1952,Concert Band,"MISSING 2ND OBOE; ALTO CLARINET; 1ST, 2ND, 3RD, 4TH HORN IN F; 4TH Eb HORN"
LC,196,SONG OF JUPITER,"HANDEL, G.F.","ANDERSON, LEORY",1952,Concert Band,MISSING 1ST CLARINET; 1ST & 2ND ALTO SAX
LC,232,"SCHEHERAZADE, THEMES FROM","RIMSKY-KORSAKOFF, NICHOLAS","JOHNSON, CLAIR W.",1952,Concert Band,
LC,244,VINCENT YOUMANS FANTASY,,"YODER, PAUL",1952,Concert Band,
LC,275,JINGLE BELLS,TRADITIONAL,"GOULD, MORTON",1952,Concert Band,MISSING 2ND FLUTE; 2ND OBOE; 2ND BASSOON
LC,335,"PINEAPPLE POLL, SUITE FROM THE BALLET","SULLIVAN, ARTHUR","MACKERRAS, CHARLES",1952,Concert Band,
LC,364,TUBBY THE TUBA,"KLEINSINGER, GEORGE","ROACH, GEORGE F.",1952,Concert Band,
MC,103,RING THOSE CHRISTMAS BELLS,"FISHER, MARVE & LEVINE, GUS","ADES, HAWLEY",1960,Concert Band,
M,18,UNITED PRESS MARCH,"LAVALLE, PAUL",,1953,,
M,27,ILLINOIS MARCH,"GOLDMAN, EDWIN FRANDO","LEIDZEN, ERIK",1953,,
SP,32,"BUNNY HOP, THE","ANTHONY,R. & AULETTI,L.","LEONARD, HAL",1953,,
LC,34,SEA CHANTEY (OVERTURE),"FRED, HERBERT",,1953,Concert Band,MISSING 1ST HORN;2ND HORN; BARITONE(TC)
MC,40,LES PRELUDES,"LISZT, FRANZ","NORMAN, ROBERT",1953,Concert Band,
SP,60,"HOKEY POKEY, THE","LAPRISE, MACAK, & BAKER","LEONARD, HAL",1953,,
LC,61,CARNIVAL OF THE ANIMALS,"SAINT-SAENS, C.","CRAY, ROBERT",1953,Concert Band,
LC,72,CENTENNIAL,"WILLSON, MEREDITH","PETERSEN, TED",1953,Concert Band,
MC,91,TRIPLICITY,"LIAN, E.",,1953,Concert Band,
SP,95,CRYING IN THE CHAPEL,"GLENN, ARTIE","LEONARD, HAL",1953,,
SP,110,DRAGNET,"SCHUMAN, WALTER","LEONARD, HAL",1953,,
SP,111,"EH, CUMPARI!",,"LEONARD, HAL",1953,,
M,135,GOLDEN SPURS,"RHODES, S.",,1953,,
LC,142,NORWEGIAN FOLK SONG SUITE,"ERICKSON, FRANK",,1953,Concert Band,
LC,151,OVERTURE BELGIQUE,"BAUWENS, JOSEPH","CHIDESTER, L.W.",1953,Concert Band,MISSING C PICCOLO
M,172,"BELLS, THE","LIAN, E.",,1953,,
LC,195,SECOND PUCCINIANA FANTASY,"PUCCINI,","HERFURTH, C. PAUL",1953,Concert Band,
LC,214,"GOLDEN EAGLE, THE","WALTERS, HAROLD",,1953,Concert Band,
LC,222,"GOLDEN TANGO, THE","SILVESTER, V./WILSON, E.","WERLE, FLOYD E.",1953,Concert Band,
LC,226,TROMBRERO,"COFIELD, FRANK",,1953,Concert Band,
LC,272,"ENCHANTED CANYON OVERTURE, THE","OLIVADOTI, J.",,1953,Concert Band,
LC,282,THREE SONGS FOR CHRISTMAS,TRADITIONAL,"GRUNDMAN, CLARE",1953,Concert Band,MISSING 2ND ALTO SAXOPHONE
LC,435,"IRISH WASHERWOMAN, THE - FROM THE ""IRISH SUITE""","ANDERSON, LEROY",,1953,Concert Band,
SB,51,MY ONE AND ONLY LOVE,"MELLIN, ROBERT & WOOD GUY","TAYLOR, MARK",1980,JAZZ ENSEMBLE,
M,3,YOU'RE A GRAND OLD FLAG,"COHAN, GEORGE M.","YODER, PAUL",1954,,NOT IN FILE CABINET
SP,3,YOU'LL NEVER WALK ALONE (PROCESSIONAL MARCH),RODGERS & HAMMERSTEIN,"SCHOENFELD, WILLIAM",1954,,
SP,5,"HAPPY WANDERER, THE","MOLLER, FRIEDRICH W.","HEINE, RICHARD W.",1954,,
CS,6,AURA LEE,"POULTON, GEORGE R.","HUNTER, R., PARKER, A., & SHAW, R.",1954,,
LC,8,BLUE FANTASY,"FARRELL, KENNETH",,1954,Concert Band,MISSING 1ST ALTO
SP,13,"SURREY WITH THE FRINGE ON TOP, THE","RODGERS, RICHARD","SCHOENFELD, WILLIAM",1954,,
LC,23,"TRIBUTE TO GLENN MILLER, A","MILLER, GLENN","GASS, HENRY",1954,Concert Band,
SP,31,SOUTH,"MOTEN,B. & HAYES,T.","LEONARD, HAL",1954,,
SP,34,"SHAKE, RATTLE AND ROLL","CALHOUN, CHARLES","LEONARD, HAL",1954,,
LC,47,EL MATADOR,"FARRELL, KENNETH L.",,1954,Concert Band,MISSING 1ST TROMBONE
M,61,MID-WEST GLORY MARCH,"EDWARDS, AUSTYN R.",,1954,,
LC,69,BUBBLING BRASS,"EISCH, S.D.",,1954,Concert Band,
LC,77,FESTIVE HOLIDAY,"ISSAC, MERLE J.",,1954,Concert Band,
LC,86,GOBELUES,"TROTTER, JOHN SCOTT","REED, ALFRED",1954,Concert Band,
LC,105,LEGIONS OF VICTORY,"BEELER, WALTER",,1954,Concert Band,MISSING 1ST ALTO SAX
MC,112,MARCH OF THE METEORITES,"LEADER, J. ALBERT, JR.",,1954,Concert Band,
LC,119,MARCH OF THE METEORITES,"LEADER, J. ALBERT, JR.",,1954,Concert Band,
LC,132,MORNING MIST,"COFIELD, FRANK",,1954,Concert Band,
SB,135,Fly Me To The Moon,"Howard, Bart","Nestico, Sammy",1954,Jazz Ensemble,
SP,139,WHEN THE SAINTS GO MARCHIN' IN MARCH,"ANTHONY, RAY","LEONARD, HAL",1954,,
M,140,HONEY-BABE MARCHING SONG,"STEINER, MAX & WEBSTER, PAUL F.","SCHOENFELD, WILLIAM C.",1954,,
M,143,FULL SPEED AHEAD MARCH,"STEINER, MAX","LEIDZEN, ERIK",1954,,
LC,179,SUITE IN F FOR BAND,"BREYDERT, FREDERICK",,1954,Concert Band,MISSING 3RD TRUMPET
LC,183,SANDPAPER BALLET,"ANDERSON, LEORY",,1954,Concert Band,MISSING 1ST & 2ND TROMBONE
LC,190,"SOUVENIRS OF PARIS (FROM ""CINERAMA HOLIDAY"")","GOULD, MORTON","CACAVAS, JOHN",1954,Concert Band,
LC,191,VICTORY AT SEA,"RODGERS, RICHARD","BENNETT, ROBERT RUSSEL",1954,Concert Band,
LC,197,SERENADE TO A STACCATO THEME,"DILLEY, J.",,1954,Concert Band,
LC,271,BRIGHTON BEACH,"LATHAM, WILLIAM P.",,1954,Concert Band,
LC,283,GREENSLEEVES,TRADITIONAL,"DILLON, ROBERT M.",1954,Concert Band,
SB,305,"OPENER, THE","HOLMAN, BILL",,1954,,
